stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening C:\Users\keli_\OneDrive\Área de Trabalho\Projeto-Manhattan\x64\Debug\allegro5.cfg r
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.18531] removed dtor for sub_bitmap 00000283EBCC21D0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.18547] removed dtor for sub_bitmap 00000283EBCC27A0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.18562] removed dtor for sub_bitmap 00000283EBCC2B80
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.18575] removed dtor for sub_bitmap 00000283EBCC2D70
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.18592] removed dtor for sub_bitmap 00000283EBCC1250
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.18608] removed dtor for sub_bitmap 00000283EBCC06B0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.18683] removed dtor for sub_bitmap 00000283EBCC04C0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.18725] removed dtor for sub_bitmap 00000283EBCC23C0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.18752] removed dtor for sub_bitmap 00000283EBCC3720
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.18767] removed dtor for sub_bitmap 00000283EBCC00E0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.18786] removed dtor for sub_bitmap 00000283EBCC2F60
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.18802] removed dtor for sub_bitmap 00000283EBCC25B0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.18814] removed dtor for sub_bitmap 00000283EBCC3910
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.18830] removed dtor for sub_bitmap 00000283EBCC3150
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.18846] removed dtor for sub_bitmap 00000283EBCC0A90
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.18860] removed dtor for sub_bitmap 00000283EBCC3340
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.18876] removed dtor for sub_bitmap 00000283EBCC02D0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.18905] removed dtor for sub_bitmap 00000283EBCC0C80
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.18926] removed dtor for sub_bitmap 00000283EBCC1060
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.18942] removed dtor for sub_bitmap 00000283EBCC1440
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.18958] removed dtor for sub_bitmap 00000283EBCC3530
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.18974] removed dtor for sub_bitmap 00000283EBCC3B00
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.18992] removed dtor for sub_bitmap 00000283EBCC3CF0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.19006] removed dtor for sub_bitmap 00000283EBCC1630
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.19022] removed dtor for sub_bitmap 00000283EBCC1820
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.19053] removed dtor for sub_bitmap 00000283EBCC1A10
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.19083] removed dtor for sub_bitmap 00000283EBCC1C00
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.19104] removed dtor for sub_bitmap 00000283EBCCAB30
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.19127] removed dtor for sub_bitmap 00000283EBCC7300
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.19148] removed dtor for sub_bitmap 00000283EBCCAD20
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.19167] removed dtor for sub_bitmap 00000283EBCC7110
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.19187] removed dtor for sub_bitmap 00000283EBCCA180
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.19203] removed dtor for sub_bitmap 00000283EBCCA370
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.19220] removed dtor for sub_bitmap 00000283EBCC8A40
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.19240] removed dtor for sub_bitmap 00000283EBCC8470
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.19286] removed dtor for sub_bitmap 00000283EBCC7AC0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.19335] removed dtor for sub_bitmap 00000283EBCC8280
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.19357] removed dtor for sub_bitmap 00000283EBCC9DA0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.19381] removed dtor for sub_bitmap 00000283EBCCA560
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.19407] removed dtor for sub_bitmap 00000283EBCC74F0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.19423] removed dtor for sub_bitmap 00000283EBCC76E0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.19438] removed dtor for sub_bitmap 00000283EBCC78D0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.19456] removed dtor for sub_bitmap 00000283EBCC99C0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.19473] removed dtor for sub_bitmap 00000283EBCCA750
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.19491] removed dtor for sub_bitmap 00000283EBCC9BB0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.19509] removed dtor for sub_bitmap 00000283EBCC7CB0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.19529] removed dtor for sub_bitmap 00000283EBCC7EA0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.19549] removed dtor for sub_bitmap 00000283EBCC8090
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.19566] removed dtor for sub_bitmap 00000283EBCC97D0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.19581] removed dtor for sub_bitmap 00000283EBCC8660
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.19598] removed dtor for sub_bitmap 00000283EBCC8850
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.19615] removed dtor for sub_bitmap 00000283EBCCA940
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.19635] removed dtor for sub_bitmap 00000283EBCC8C30
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.19652] removed dtor for sub_bitmap 00000283EBCC8E20
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.19669] removed dtor for sub_bitmap 00000283EBCC9010
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.19685] removed dtor for sub_bitmap 00000283EBCC9200
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.19702] removed dtor for sub_bitmap 00000283EBCC93F0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.19722] removed dtor for sub_bitmap 00000283EBCC95E0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.19738] removed dtor for sub_bitmap 00000283EBCC9F90
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.19755] removed dtor for sub_bitmap 00000283EBCCC8F0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.19771] removed dtor for sub_bitmap 00000283EBCCD680
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.19787] removed dtor for sub_bitmap 00000283EBCCEFB0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.19800] removed dtor for sub_bitmap 00000283EBCCF1A0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.19815] removed dtor for sub_bitmap 00000283EBCCE7F0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.19832] removed dtor for sub_bitmap 00000283EBCCCAE0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.19849] removed dtor for sub_bitmap 00000283EBCCEBD0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.19863] removed dtor for sub_bitmap 00000283EBCCE220
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.19879] removed dtor for sub_bitmap 00000283EBCCDA60
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.19893] removed dtor for sub_bitmap 00000283EBCCD870
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.19908] removed dtor for sub_bitmap 00000283EBCCE9E0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.19924] removed dtor for sub_bitmap 00000283EBCCE410
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.19951] removed dtor for sub_bitmap 00000283EBCCE600
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.19965] removed dtor for sub_bitmap 00000283EBCCCCD0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.19981] removed dtor for sub_bitmap 00000283EBCCF390
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.19995] removed dtor for sub_bitmap 00000283EBCCF580
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.20009] removed dtor for sub_bitmap 00000283EBCCF770
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.20022] removed dtor for sub_bitmap 00000283EBCCCEC0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.20036] removed dtor for sub_bitmap 00000283EBCCF960
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.20052] removed dtor for sub_bitmap 00000283EBCCFB50
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.20068] removed dtor for sub_bitmap 00000283EBCCEDC0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.20084] removed dtor for sub_bitmap 00000283EBCCC700
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.20105] removed dtor for sub_bitmap 00000283EBCCC510
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.20138] removed dtor for sub_bitmap 00000283EBCCFD40
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.20171] removed dtor for sub_bitmap 00000283EBCCD0B0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.20200] removed dtor for sub_bitmap 00000283EBCCC130
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.20220] removed dtor for sub_bitmap 00000283EBCCD2A0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.20239] removed dtor for sub_bitmap 00000283EBCCD490
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.20283] removed dtor for sub_bitmap 00000283EBCCDC50
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.20315] removed dtor for sub_bitmap 00000283EBCCDE40
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.20331] removed dtor for sub_bitmap 00000283EBCCE030
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.20348] removed dtor for sub_bitmap 00000283EBCCC320
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.20369] removed dtor for sub_bitmap 00000283EBCD3490
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.20383] removed dtor for sub_bitmap 00000283EBCD3680
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.20399] removed dtor for sub_bitmap 00000283EBCD3E40
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.20415] removed dtor for sub_bitmap 00000283EBCD2CD0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.20434] removed dtor for sub_bitmap 00000283EBCD3870
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.20449] removed dtor for sub_bitmap 00000283EBCD1780
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.20464] removed dtor for sub_bitmap 00000283EBCD51A0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.20477] removed dtor for sub_bitmap 00000283EBCD1D50
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.20494] removed dtor for sub_bitmap 00000283EBCD32A0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.20511] removed dtor for sub_bitmap 00000283EBCD2320
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.20527] removed dtor for sub_bitmap 00000283EBCD3A60
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.20542] removed dtor for sub_bitmap 00000283EBCD4BD0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.20559] removed dtor for sub_bitmap 00000283EBCD4030
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.20577] removed dtor for sub_bitmap 00000283EBCD4410
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.20595] removed dtor for sub_bitmap 00000283EBCD4DC0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.20612] removed dtor for sub_bitmap 00000283EBCD4FB0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.20630] removed dtor for sub_bitmap 00000283EBCD1970
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.20647] removed dtor for sub_bitmap 00000283EBCD1B60
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.20663] removed dtor for sub_bitmap 00000283EBCD1F40
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.20690] removed dtor for sub_bitmap 00000283EBCD3C50
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.20706] removed dtor for sub_bitmap 00000283EBCD1590
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.20724] removed dtor for sub_bitmap 00000283EBCD2130
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.20738] removed dtor for sub_bitmap 00000283EBCD2EC0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.20752] removed dtor for sub_bitmap 00000283EBCD2510
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.20767] removed dtor for sub_bitmap 00000283EBCD4600
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.20783] removed dtor for sub_bitmap 00000283EBCD4220
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.20800] removed dtor for sub_bitmap 00000283EBCD47F0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.20819] removed dtor for sub_bitmap 00000283EBCD2700
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.20836] removed dtor for sub_bitmap 00000283EBCD49E0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.20852] removed dtor for sub_bitmap 00000283EBCD28F0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.20872] removed dtor for sub_bitmap 00000283EBCD2AE0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.20886] removed dtor for sub_bitmap 00000283EBCD30B0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.20901] removed dtor for sub_bitmap 00000283EBCE0450
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.20927] removed dtor for sub_bitmap 00000283EBCDF2E0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.20961] removed dtor for sub_bitmap 00000283EBCDB2F0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.20979] removed dtor for sub_bitmap 00000283EBCDB4E0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.20996] removed dtor for sub_bitmap 00000283EBCE0E00
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.21010] removed dtor for sub_bitmap 00000283EBCDC650
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.21025] removed dtor for sub_bitmap 00000283EBCDA180
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.21040] removed dtor for sub_bitmap 00000283EBCDA560
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.21054] removed dtor for sub_bitmap 00000283EBCDC460
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.21070] removed dtor for sub_bitmap 00000283EBCDED10
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.21085] removed dtor for sub_bitmap 00000283EBCE0830
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.21101] removed dtor for sub_bitmap 00000283EBCE0260
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.21128] removed dtor for sub_bitmap 00000283EBCDEF00
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.21145] removed dtor for sub_bitmap 00000283EBCDDD90
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.21166] removed dtor for sub_bitmap 00000283EBCDE360
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.21181] removed dtor for sub_bitmap 00000283EBCE0640
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.21203] removed dtor for sub_bitmap 00000283EBCDAB30
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.21218] removed dtor for sub_bitmap 00000283EBCDD1F0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.21234] removed dtor for sub_bitmap 00000283EBCDB6D0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.21249] removed dtor for sub_bitmap 00000283EBCDB100
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.21272] removed dtor for sub_bitmap 00000283EBCD9DA0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.21291] removed dtor for sub_bitmap 00000283EBCDCC20
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.21307] removed dtor for sub_bitmap 00000283EBCDE550
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.21324] removed dtor for sub_bitmap 00000283EBCDB8C0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.21347] removed dtor for sub_bitmap 00000283EBCD9BB0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.21377] removed dtor for sub_bitmap 00000283EBCDCE10
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.21411] removed dtor for sub_bitmap 00000283EBCDFE80
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.21458] removed dtor for sub_bitmap 00000283EBCDBCA0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.21483] removed dtor for sub_bitmap 00000283EBCDA750
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.21520] removed dtor for sub_bitmap 00000283EBCE0A20
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.21534] removed dtor for sub_bitmap 00000283EBCDD000
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.21550] removed dtor for sub_bitmap 00000283EBCDC840
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.21566] removed dtor for sub_bitmap 00000283EBCDF6C0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.21581] removed dtor for sub_bitmap 00000283EBCDAF10
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.21598] removed dtor for sub_bitmap 00000283EBCE0C10
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.21615] removed dtor for sub_bitmap 00000283EBCDAD20
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.21638] removed dtor for sub_bitmap 00000283EBCDF0F0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.21663] removed dtor for sub_bitmap 00000283EBCE0070
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.21676] removed dtor for sub_bitmap 00000283EBCDC080
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.21690] removed dtor for sub_bitmap 00000283EBCDBAB0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.21704] removed dtor for sub_bitmap 00000283EBCDF8B0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.21720] removed dtor for sub_bitmap 00000283EBCDFAA0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.21745] removed dtor for sub_bitmap 00000283EBCDFC90
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.21771] removed dtor for sub_bitmap 00000283EBCDBE90
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.21798] removed dtor for sub_bitmap 00000283EBCE0FF0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.21814] removed dtor for sub_bitmap 00000283EBCE11E0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.21835] removed dtor for sub_bitmap 00000283EBCDE170
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.21853] removed dtor for sub_bitmap 00000283EBCDA940
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.21868] removed dtor for sub_bitmap 00000283EBCDA370
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.21891] removed dtor for sub_bitmap 00000283EBCE13D0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.21907] removed dtor for sub_bitmap 00000283EBCDC270
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.21921] removed dtor for sub_bitmap 00000283EBCD99C0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.21935] removed dtor for sub_bitmap 00000283EBCDCA30
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.21948] removed dtor for sub_bitmap 00000283EBCDD3E0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.21962] removed dtor for sub_bitmap 00000283EBCDD5D0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.21979] removed dtor for sub_bitmap 00000283EBCD9F90
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.21998] removed dtor for sub_bitmap 00000283EBCDD7C0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.22012] removed dtor for sub_bitmap 00000283EBCDD9B0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.22024] removed dtor for sub_bitmap 00000283EBCDDBA0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.22039] removed dtor for sub_bitmap 00000283EBCDDF80
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.22055] removed dtor for sub_bitmap 00000283EBCDE740
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.22069] removed dtor for sub_bitmap 00000283EBCDE930
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.22083] removed dtor for sub_bitmap 00000283EBCDEB20
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.22097] removed dtor for sub_bitmap 00000283EBCDF4D0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.22112] removed dtor for sub_bitmap 00000283EBCE15C0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.22125] removed dtor for sub_bitmap 00000283EBCEC290
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.22139] removed dtor for sub_bitmap 00000283EBCE6590
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.22158] removed dtor for sub_bitmap 00000283EBCEA390
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.22185] removed dtor for sub_bitmap 00000283EBCE6970
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.22201] removed dtor for sub_bitmap 00000283EBCEB500
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.22215] removed dtor for sub_bitmap 00000283EBCE61B0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.22231] removed dtor for sub_bitmap 00000283EBCE7CD0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.22246] removed dtor for sub_bitmap 00000283EBCE80B0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.22260] removed dtor for sub_bitmap 00000283EBCE7700
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.22281] removed dtor for sub_bitmap 00000283EBCEC0A0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.22295] removed dtor for bitmap 00000283EBC090C0
d3d      I         d3d_disp.cpp:910  d3d_destroy_display              [  40.22348] destroying display 00000283E64D60F0 (current 0000000000000000)
d3d      D         d3d_disp.cpp:894  d3d_destroy_display_internals    [  40.22636] waiting for display 00000283E64D60F0's thread to end
d3d      W         d3d_disp.cpp:603  d3d_destroy_device               [  40.26870] d3d_destroy_device: ref count not 0
d3d      I         d3d_disp.cpp:1557 d3d_display_thread_proc          [  40.36335] d3d display thread exits
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.36601] removed dtor for queue 00000283E641AC90
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.36633] removed dtor for timer 00000283E64157F0
